session_id,title,description,speakers,speaker_company,speaker_title,track,format,day,time,duration_min,room,level,tags,persona_fit,catalog_url
GO228,SONY INTERACTIVE’S BLUEPRINT FOR UNIFIED DATA AND CATALOG FEDERATION AT SCALE,"Sony Interactive Entertainment (SIE) is defining a new standard for technical leadership by embracing the open, interoperable data ecosystem. This visionary session frames catalog federation not as a future goal, but as a present necessity. SIE will detail the strategic architecture that leverages Snowflake’s Iceberg tables and Horizon Catalog-linked databases to ensure every table — regardless of its open format — is universally discoverable and accessible by all compute engines, with an emphasis on advanced security and governance. This comprehensive blueprint provides technical leaders with a clear, actionable path to deliver an open, innovative data platform at scale.",Ravi Bommu; Preet Kaur,Sony Interactive Entertainment,Principal Platform Architect,Governance & Security,Theater Session,Monday June 1,3:00 PM - 3:20 PM,20,,Intermediate,"AI,Iceberg,NiFi,RAG,Governance,Security",Data Engineer;Architect;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=GO228&tab.sessioncatalogtab=1714168666431001NNiH
PO212,THE SNOWFLAKE WELL-ARCHITECTED FRAMEWORK: DESIGNING EFFICIENCY,"A well-architected Snowflake environment balances agility, performance, security and cost efficiency. This session introduces the Snowflake Well-Architected Framework, outlining core design pillars, lenses and implementation patterns. Learn how to assess your environment and apply prescriptive guidance to drive sustainable platform excellence.",Zaki Bajwa,Snowflake,"VP, Solution Engineering",Platform & Optimization,Theater Session,Monday June 1,3:00 PM - 3:20 PM,20,,Intermediate,"AI,Security,Performance,Cost",Architect;Developer;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=PO212&tab.sessioncatalogtab=1714168666431001NNiH
GO101,TRUST BY DESIGN: HOW TOYOTA MOTOR EUROPE GOVERNS DATA AND AI ON SNOWFLAKE,"Toyota Motor Europe reveals how it uses the Snowflake AI Data Cloud to build the disciplined, trust-first foundations needed for responsible AI. Inspired by the principle that AI is “20% fun, 80% hard work,” Toyota shows how strong governance with Snowflake Horizon Catalog, GDPR alignment, consent management, and EU Data and AI Act readiness are embedded into every data product. Learn how Toyota’s governed data mesh and data marketplace democratize high-quality, compliant data so teams can innovate confidently and sustainably across the organization.",Lana Kern; Thierry Martin,Toyota Germany,Data & Analytics Manager,Governance & Security,Breakout Session,Monday June 1,3:00 PM - 3:45 PM,45,,Beginner,"AI,Governance,Marketplace",Developer;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=GO101&tab.sessioncatalogtab=1714168666431001NNiH
IN105,WHERE DATA MEETS INNOVATION: REDEFINING ENTERPRISE INTELLIGENCE,"Ready to move beyond dashboards and give business users answers they can trust in seconds? Join NTT DATA to see how Snowflake Cortex and Snowflake Intelligence power an enterprise-scale cognitive analytics platform that unifies structured and unstructured data, dynamically governs the semantic layer, and accelerates decision-making.",Francois Beyleveld; Sean Li,NTT DATA Inc,Global Head of Data Analytics,Industry Solutions,Breakout Session,Monday June 1,3:00 PM - 3:45 PM,45,,Beginner,"Cortex,NiFi,Analytics,Dashboard,Semantic,Intelligence",Data Engineer;Architect;Analyst;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=IN105&tab.sessioncatalogtab=1714168666431001NNiH
AD205,BRIDGING THE GAP: POWERING REAL-TIME APPS WITH SNOWFLAKE AND POSTGRES,"Managing a 6 TB install base in Snowflake is ideal for analytics, but how do you serve that same data to high-performance web applications? Ericsson faced this challenge: needing to move from massive analytical queries to sub-second, small-result lookups for UI users. Enter Snowflake Postgres. This session explores how we mirror 6 TB of data using advanced data movement capabilities to bridge the gap between the Data Cloud and the application layer. Learn how we achieve rapid UI responsiveness while ensuring all application changes flow seamlessly back into Snowflake for a unified, bidirectional data ecosystem.",Dean Soc; Brian Pace Pace,Snowflake,Applied Field Engineer,Administration,Breakout Session,Monday June 1,3:30 PM - 4:15 PM,45,,Intermediate,"ML,NiFi,Analytics,Performance,Real-time",Data Engineer;Data Scientist;Developer;Analyst,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AD205&tab.sessioncatalogtab=1714168666431001NNiH
AR229,BUILD A UNIFIED METADATA CATALOG WITH ICEBERG IN DOORDASH'S LAKEHOUSE PLATFORM,"Join us as DoorDash shares their battle-tested blueprint for turning Iceberg interoperability into a repeatable, production-grade lakehouse platform. Get insights from their real-world journey adopting Apache Iceberg as the lakehouse table format. Learn about query performance, catalog latency and data optimization, including VARIANT, deletion vectors, CDF/CDC patterns, operationalization via Snowflake catalog-linked databases and Iceberg table replication. We'll cover the “gotchas” of multi-engine architecture patterns, including feature parity gaps, type/schema mismatches and SQL behavior differences.",Sergey Zavgorodni; Ting Xiong,DoorDash,Data architect,Architecture,Theater Session,Monday June 1,3:30 PM - 3:50 PM,20,,Intermediate,"Iceberg,NiFi,SQL,CDC,Performance,Optimization,Vector",Data Engineer;Data Scientist;Architect;Developer;Analyst;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AR229&tab.sessioncatalogtab=1714168666431001NNiH
DE213,CONTEXT IS THE NEW CODE: AI ENGINEERING WITH SNOWFLAKE CORTEX AI,"As AI becomes capable of writing SQL and building data pipelines, the real bottleneck is no longer code — it’s context. Many enterprise AI initiatives struggle not because the models are weak, but because they lack the business logic, definitions and operational nuance that reside within human expertise. In this session, we’ll explore a practical approach to encoding both business and technical context so Snowflake Cortex AI can generate reliable, enterprise-grade data workflows. The result: AI that doesn’t just write code, but operates like a true enterprise data engineer.",Karthik Raman; Pallavi Sharma,LTM,Head of Snowflake Practice,Data Engineering,Theater Session,Monday June 1,3:30 PM - 3:50 PM,20,,Intermediate,"AI,Cortex,SQL,Pipeline",Data Engineer;Data Scientist;Developer;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=DE213&tab.sessioncatalogtab=1714168666431001NNiH
BI210,DATA GOVERNANCE TO AI INNOVATION: CAMDEN BANK ROI WITH QLIK CORTEX IN FS AI,"Camden National Bank is launching Snowflake Cortex AI to cut insight cycles from weeks to minutes and deliver real-time customer growth insights for executives and frontline teams. But the bank started out on Snowflake with a data team of two. Learn how Camden National Bank modernized its platform using Snowflake on AWS and Qlik, using Passerelle’s Data Rocket to migrate over 600 million records. Hear how it built success, including a 250% increase in analytics output, certified data marts validating 99% of enterprise data and efficiencies that freed resources and funded new analytics roles. Then, discover how Camden National Bank is operationalizing Snowflake Intelligence across the organization.",Josh Nash,Camden National Bank,SVP & Director of Technology & Analytics,BI & Analytics,Theater Session,Monday June 1,3:30 PM - 3:50 PM,20,,Intermediate,"AI,Cortex,Governance,Analytics,Real-time,Intelligence",Architect;Analyst;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=BI210&tab.sessioncatalogtab=1714168666431001NNiH
DE212,DYNAMIC TABLES DEEP DIVE,"Dynamic Tables is the new default for change data and incremental processing. Join us to learn about the latest features and innovations powering Snowflake’s declarative data pipelines — breaking the boundaries between batch and streaming pipelines. This session will provide an overview of Dynamic Tables and explore its key benefits, top use cases, latest improvements and newest capabilities. It will also feature a customer sharing their experience deploying Dynamic Tables and exploring the latest innovations.",PD Dutta,Snowflake,Product Manager,Data Engineering,Breakout Session,Monday June 1,3:30 PM - 4:15 PM,45,,Intermediate,"Streaming,Pipeline,Dynamic Tables",Data Engineer;Data Scientist,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=DE212&tab.sessioncatalogtab=1714168666431001NNiH
PO206,HOW DTCC CREATED A CULTURAL SHIFT AROUND PROACTIVE VISIBILITY AND GOVERNANCE,"DTCC, a leading financial market infrastructure company, depends on data to support securities clearing and settlement. Managing large cloud data sets can make spend visibility and forecasting difficult. This session explains how DTCC improved insight into Snowflake usage and costs, set proactive alerts for spikes, unified data into a single view, and fostered a culture of monitoring and optimization. We’ll share best practices and how DTCC improved unit economics across 87% of workloads.",John Conrad; Edward Rips,Capital One Software,Solution Architect,Platform & Optimization,Theater Session,Monday June 1,3:30 PM - 3:50 PM,20,,Intermediate,"AI,NiFi,Governance,Cost,Optimization",Data Engineer;Data Scientist;Architect;Analyst;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=PO206&tab.sessioncatalogtab=1714168666431001NNiH
AI232,HOW WHOOP USES CORTEX CODE AS AN AI CONTROL PLANE FOR AGENTIC INTELLIGENCE,"WHOOP's use of Cortex Code has quickly improved how it builds and operates AI across Snowflake, from day-to-day development to the production-grade agents it delivers to its teams. Cortex Code operates as the AI control plane by incorporating WHOOP's enterprise data and context alongside AI models and applications in a fully governed manner, translating intelligence into authorized enterprise action. This has accelerated how WHOOP turns knowledge into usable AI experiences for all employees, both business and technical, while maintaining operational rigor across the company.",Matt Luizzi; Brendan Farley,Snowflake,Senior Solutions Engineer,AI & ML,Breakout Session,Monday June 1,3:30 PM - 4:15 PM,45,,Intermediate,"AI,Cortex,Agents,Intelligence",Data Scientist;Developer;Analyst;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AI232&tab.sessioncatalogtab=1714168666431001NNiH
MI102,SIEMENS: SCALING ENTERPRISE DATA SHARING WITH SNOWFLAKE,"At Siemens, we're building the future of industrial AI by enabling data sharing, discovery and consumption at scale. This session shares our journey in building the Siemens Data and AI Cloud, a unified data ecosystem powered by Snowflake with a data mesh architecture. We'll outline our strategic vision and technical foundations, explaining how federated data domains publish data as products for thousands of consumers to access trusted data. Learn how we democratize data access through the Siemens Data Cloud Marketplace, reducing time-to-value and transforming collaboration. We'll explore how this scalable, governed data-sharing approach accelerates industrial AI.",Christian Meyer; Sonia Sohanpall,Siemens,Head of Platforms,Migration,Breakout Session,Monday June 1,3:30 PM - 4:15 PM,45,,Beginner,"AI,NiFi,Marketplace,Data Sharing",Data Engineer;Architect;Developer;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=MI102&tab.sessioncatalogtab=1714168666431001NNiH
AR208,THE CONVERGED ENTERPRISE: CLOSING THE GAP BETWEEN SAP OPS AND AI INTELLIGENCE,"SAP enterprises have invested billions in operational data. Most cannot activate that data for AI at scale, not because the technology is missing, but because two organizations own the problem and neither owns the seam between them.",Matt Florian,,,Architecture,Breakout Session,Monday June 1,3:30 PM - 4:15 PM,45,,Intermediate,"AI,Intelligence,SAP",Analyst,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AR208&tab.sessioncatalogtab=1714168666431001NNiH
ML203,THE INFRASTRUCTURE BEHIND GRINDR’S AI TRANSFORMATION,"Grindr serves 15 million monthly active users across matching, insights, recommendations and safety — all powered by AI. Getting there required one key infrastructure decision: computing features at inference time, not in advance. In this session, Grindr's CPO, AJ Balance, and Chalk's CEO, Marc Freed-Finnegan, break down the Snowflake and Chalk stack that’s powering Grindr’s AI (aka gAI pronounced “gay-eye”) and what it means to ship real AI products at consumer scale for a global community of tens of millions.",Marc Freed-Finnegan; AJ Balance,Chalk,Co-Founder / CEO,Machine Learning,Breakout Session,Monday June 1,3:30 PM - 4:15 PM,45,,Intermediate,AI,Data Scientist;Architect;Analyst;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=ML203&tab.sessioncatalogtab=1714168666431001NNiH
DE111,TURN YOUR DATA INTO REVENUE: HOW TO ACHIEVE REAL-TIME MARKETING AND AI,"Want more impact from your data team without adding tools, people or complexity? Learn how Fivetran Activations turns analytics-ready Snowflake data into real-time action. Operationalize trusted data for LLM workflows, power efficient go-to-market motions and personalize marketing, all without manual work. Hear how BraunAbility scaled AI across the U.S. and Europe by unifying data from multiple ERPs and Salesforce instances, simplifying their stack, accelerating integrations and empowering revenue teams with timely insights.",Alex Hauer; Marty Goode,Fivetran,Principal Product Marketing Manager,Data Engineering,Breakout Session,Monday June 1,3:30 PM - 4:15 PM,45,,Beginner,"AI,LLM,Analytics,Real-time,Salesforce",Analyst;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=DE111&tab.sessioncatalogtab=1714168666431001NNiH
AI259,"AGENTIC DATA ACCESS: BOOKING.COM’S AGENTIC TRAVEL EXPERIENCE, SECURED BY IMMUTA","AI agents are becoming top-level data consumers, and they need governed access at machine speed. In this session, Booking.com and Immuta share how Booking is extending Snowflake to support both humans and agents across structured and unstructured data in Snowflake and S3. You’ll learn how policy-driven provisioning, request-based workflows and an on-behalf-of access model help scale secure, auditable access without slowing down analytics or AI innovation.",Steve Touw Touw; Abhro Bhaduri Bhaduri,,,AI & ML,Theater Session,Monday June 1,4:00 PM - 4:20 PM,20,,Intermediate,"AI,Agents,Analytics",Data Scientist;Analyst;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AI259&tab.sessioncatalogtab=1714168666431001NNiH
DM210,A PRACTICAL GUIDE TO BUILDING MARKETPLACE DATA PRODUCTS,"Sharing data is harder than it should be. Permissions tell you who gets access, but they don't help people use the data effectively. For data to be truly valuable, you need to package it right. This session explores practical strategies for transforming raw data sets into compelling marketplace products. You'll learn how to bundle tables with context, create dashboards that tell a story and build assistants that understand your data. We'll cover publishing workflows for Snowflake Marketplace, real-world examples and ways to maintain control without bottlenecks. Whether sharing internally or building revenue streams via external sharing, learn to make your data valuable, not just available.",Kris Jenkins,Snowflake,Lead Developer Advocate,Data Marketplace,Theater Session,Monday June 1,4:00 PM - 4:20 PM,20,,Intermediate,"AI,Marketplace,Dashboard",Developer;Analyst;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=DM210&tab.sessioncatalogtab=1714168666431001NNiH
AD210,FROM CHAOS TO CONSISTENCY: USING SNOWFLAKE CORTEX TO STANDARDIZE FRAUD LABELS,"At BioCatch, confirmed fraud labels provided by customers underpin our reporting, research and machine learning models. With over 200 customers across multiple regions and languages, these labels arrive in highly varied and inconsistent forms, creating significant operational challenges. In this session, we demonstrate how we use Snowflake Cortex AI in a multistage pipeline to automatically reclassify customer-provided fraud labels into standardized taxonomies. This approach enables scalable automation, improves downstream model training and introduces objective measures of label quality to help identify and address weaknesses in customer fraud processes.",Gareth Campbell,BioCatch,VP of Threat Analytics,Administration,Theater Session,Monday June 1,4:00 PM - 4:20 PM,20,,Intermediate,"AI,Cortex,NiFi,Pipeline,Search",Data Engineer;Data Scientist;Developer,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AD210&tab.sessioncatalogtab=1714168666431001NNiH
AR206,"GEICO'S JOURNEY TO UNIFIED ENTERPRISE LAKEHOUSE GOVERNANCE WITH HORIZON, POLARIS","GEICO, a leading insurer, struggled with data fragmentation across its multi-engine open-source lakehouse (Iceberg, Spark, Flink, Trino) and its EDW. Managing consistent security and governance across these disparate systems where Polaris served as the lakehouse catalog and Horizon governed the EDW created complexity. We'll showcase GEICO’s implementation of new Horizon features: full embedding of Polaris and support for IRC. This provides a single, universal governance layer, enforcing consistent FGAC, tagging and lineage across all data assets (OSS or Snowflake) achieving a true enterprise lakehouse, ensuring secure, multi-engine Iceberg access for AI-ready data discovery, without vendor lock-in.",Kenneth Kang; Anthony Asta,GEICO,Distinguished Engineer,Architecture,Breakout Session,Monday June 1,4:00 PM - 4:45 PM,45,,Intermediate,"AI,Iceberg,NiFi,RAG,Governance,Security,Lineage",Data Engineer;Data Scientist;Architect;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AR206&tab.sessioncatalogtab=1714168666431001NNiH
DM203,GOLDMAN SACHS DATA LAKE: SCALABLE AND GOVERNED DATA DEMOCRATIZATION,"Goldman Sachs launched its internal Data Lake platform on Snowflake to consolidate all existing data sets onto a common, governed data platform and ensure internal data democratization. The architecture is built on organizational listings, incorporating open-format tables, and leverages resharing to package external data into internal data products. This setup enables every team to easily discover and access data via Internal Marketplace. By connecting data from 54 providers to internal business teams, Goldman Sachs' data product setup ensures efficient data management and governance, accelerating enterprise-wide analytics and fostering a collaborative data ecosystem.",Abhishek Narang; Sanjay Srivastava,Snowflake,"Director, Product Management",Data Marketplace,Breakout Session,Monday June 1,4:00 PM - 4:45 PM,45,,Intermediate,"RAG,Governance,Marketplace,Analytics",Architect;Analyst;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=DM203&tab.sessioncatalogtab=1714168666431001NNiH
PO221,HOW CUSTOMERS ARE RUNNING AN EFFICIENT SNOWFLAKE ENVIRONMENT,"This panel brings together real-world lessons from CrowdStrike, Zendesk and DTCC on how to maximize performance and economic value at scale in Snowflake. Panelists share battle-tested strategies for optimizing cost and performance using Gen2 warehousing, intelligent scaling, and query and data design best practices, resulting in millions in savings and faster, more real-time analytics.",Christine Avanessians; Mark Howerton; Anatoly Mikhaylov,Snowflake,"Director, Product Management",Platform & Optimization,Breakout Session,Monday June 1,4:00 PM - 4:45 PM,45,,Intermediate,"Analytics,Gen2,Performance,Cost,Real-time",Analyst;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=PO221&tab.sessioncatalogtab=1714168666431001NNiH
AI253,HOW CYERA ENABLES SEMANTIC DATA LAYERS FOR ANALYTICS AND AI WITH SECURE SHARING,"Modern SaaS products generate a flood of operational metadata that customers want to explore in BI — and now feed into AI. Instead of fragile CSV exports or one-off REST pulls, Snowflake Secure Data Sharing lets you publish governed, continuously updated data layers at scale for clients.",Shaun Chaudhary,Cyera,Director of Analytics,AI & ML,Breakout Session,Monday June 1,4:00 PM - 4:45 PM,45,,Intermediate,"AI,RAG,Data Sharing,Analytics,Semantic",Analyst;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AI253&tab.sessioncatalogtab=1714168666431001NNiH
ML210,"HOW NORWEGIAN CRUISE LINE OPTIMIZES FUEL, COMPLIANCE AND COSTS IN SNOWFLAKE ML","Norwegian Cruise Line Holdings (NCLH) built a first-of-its-kind, innovative Snowflake native fuel forecasting platform using Snowflake ML, unlocking millions of dollars in annual savings and strengthening regulatory compliance and procurement strategy. By unifying massive volumes of Internet of Things, routing and climatology data in Snowflake, NCLH trains and deploys ML models that predict fuel use for every ship, leg and port call with minute-by-minute granularity. The solution enables accurate procurement planning, reduced carbon credit exposure and near real-time insights — all powered end to end by Snowflake ML.",Mike Planicka; Artem Matskevych,Norwegian Cruise Line Holdings Ltd.,Director Energy Conservation Analytics,Machine Learning,Breakout Session,Monday June 1,4:00 PM - 4:45 PM,45,,Intermediate,"AI,ML,Cost,Real-time",Data Scientist;Architect;Analyst;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=ML210&tab.sessioncatalogtab=1714168666431001NNiH
BI204,IS CONTEXT ENGINEERING THE NEW ANALYTICS ENGINEERING?,"Analytics engineers built transformations to define metrics and share them in the data warehouse. But AI agents need more than definitions. They need context. At Checkr, the analytics engineering team treats context engineering as the next evolution of their practice. This session covers what it looks like to engineer context, organizational knowledge and governance into AI systems — including what semantic layers usually miss; how to accelerate with LLM-assisted tooling; how to build a feedback loop that makes AI smarter over time; and why this discipline is becoming the core of the analytics engineering role, not a side project.",Jamie Davidson; Sarah Fischbach,Omni,Co-founder & President,BI & Analytics,Theater Session,Monday June 1,4:00 PM - 4:20 PM,20,,Intermediate,"AI,Agents,LLM,Governance,Analytics,Warehouse,Semantic",Developer;Analyst;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=BI204&tab.sessioncatalogtab=1714168666431001NNiH
AI230,"OHIO TAX: CALL CENTER ANALYTICS, CALL TRANSCRIPTION AND AGENTIC WORKLOADS","The Ohio Department of Taxation administers most state and many local taxes for Ohio, including income, sales and business taxes. This year, it's standing up a Snowflake environment in Commercial Gov to run a Snowflake Cortex AI POC focused on call-center call quality analytics and a taxpayer chatbot, ahead of full FedRAMP High feature parity. Expected outcomes are faster, more consistent taxpayer support, better insight into call drivers and a reusable AI pattern for future tax and fraud analytics.",Budwhite Zhang,State of Ohio Department of Tax,CDO and Deputy CIO,AI & ML,Breakout Session,Monday June 1,4:00 PM - 4:45 PM,45,,Intermediate,"AI,Cortex,Analytics",Data Scientist;Analyst;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AI230&tab.sessioncatalogtab=1714168666431001NNiH
AI210,TURN CONVERSATION INTO AI PIPELINES WITH DATAIKU AND SNOWFLAKE,"What if AI development started with natural language collaboration instead of being code-first? With Dataiku’s Cobuild and Snowflake Cortex AI, natural language prompts can generate visual pipelines and production-ready AI workflows directly on Snowflake. Join this session to see how organizations enable data teams and domain experts to co-build AI applications faster. Discover how enterprises are expanding who can build AI while maintaining the governance, performance and scalability required by CIOs, CAIOs and CDOs.",Jed Dougherty; Patrick Phrayme,Dataiku,SVP AI & Platform,AI & ML,Theater Session,Monday June 1,4:00 PM - 4:20 PM,20,,Intermediate,"AI,Cortex,Governance,Pipeline,Performance,Natural Language",Data Engineer;Developer;Analyst;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AI210&tab.sessioncatalogtab=1714168666431001NNiH
K1,OPENING KEYNOTE,"Start Snowflake Summit 26 with a look at what’s next. Snowflake's CEO, Sridhar Ramaswamy, shares how organizations are turning AI’s promise into real business transformation and how the Snowflake AI Data Cloud is enabling a new era of enterprise intelligence and agentic innovation with data at the center. Joined by industry leaders and luminaries, he explores how agentic AI is already reshaping global industries and the critical challenges and opportunities facing today’s top business leaders.",Sridhar Ramaswamy,Snowflake,Chief Executive Officer,Keynote,Keynote,Monday June 1,5:00 PM - 6:15 PM,90,,Intermediate,"AI,Intelligence",All,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=K1&tab.sessioncatalogtab=1714168666431001NNiH
ACT3,BASECAMP WELCOME RECEPTION,"Kick off Snowflake Summit with the Snowflake AI Data Cloud community. Meet peers, exchange ideas and start building connections in a welcoming setting designed to bring everyone together from the start.",,,,Activation,Activation,Monday June 1,6:15 PM - 8:00 PM,30,,Intermediate,AI,Developer,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=ACT3&tab.sessioncatalogtab=1714168666431001NNiH
ACT1,2026 DATA DRIVER AWARDS,"The Data Drivers Awards is an annual awards program celebrating Snowflake customers (individuals and organizations) that are pushing the boundaries, driving innovation and delivering impact within their business and industry — using the Snowflake AI Data Cloud.",,,,Activation,Activation,Monday June 1,6:30 PM - 7:00 PM,30,,Intermediate,AI,Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=ACT1&tab.sessioncatalogtab=1714168666431001NNiH
AI303,AI-Powered Conversations with Your Data Using Amazon Quick and Snowflake via MCP,"The enterprise data landscape is scattered. Teams are trapped in disconnected tools, business users wait days for insights, and engineers build fragile one-off integrations. This hands-on workshop shows how to integrate Amazon Quick MCP actions with Snowflake Cortex AI's MCP server to build AI agents that transform how teams interact with enterprise data. Business users can ask questions such as ""What are our top-performing products this quarter?"" without writing SQL, while IT maintains security and governance controls. Walk out with working code and production-ready patterns that support self-service analytics across your organization.",Nithyashree Alwarsamy; James Sun Sun,AWS,Partner Solutions Architect,AI & ML,Hands-on Lab,Wednesday June 3,11:00 AM - 12:30 PM,90,"Hands-on Labs 3 (Basecamp, Hall E)",Advanced,"AI,Cortex,SQL,Agents,RAG,Governance,Security,Analytics",Developer;Analyst;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AI303&tab.sessioncatalogtab=1714168666431001NNiH
BI220,DEPLOYING GEOSPATIAL SOLUTIONS USING CORTEX CODE SKILLS,"Discover how Cortex Code skills can transform complex geospatial deployments into guided, repeatable workflows. This session demonstrates a real-world Fleet Intelligence solutions for retail, manufacturing, and travel and hospitality that perform sophisticated geospatial analytics, all deployed through an AI-assisted skill. Attendees will learn how to package domain expertise into reusable skills that handle template variables, validate prerequisites, execute idempotent SQL and provide self-healing error recovery, making advanced geospatial solutions accessible to any Snowflake user.",Piotr Paczewski; Becky O'Connor,Snowflake,Solutions Architect,BI & Analytics,Hands-on Lab,Monday June 1,6:30 PM - 8:00 PM,90,,Intermediate,"AI,Cortex,SQL,Analytics,Retail,Intelligence,Geospatial",Developer;Analyst;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=BI220&tab.sessioncatalogtab=1714168666431001NNiH
GO229,SECURE BY DEFAULT: IMPLEMENTING ZERO-TRUST IDENTITY AND ACCESS IN SNOWFLAKE,Managing static credentials and complex role hierarchies remains a leading cause of security incidents and operational fatigue. This 90-minute hands-on lab provides a deep dive into the next generation of Snowflake Identity and Access Management (IAM). Participants will gain hands-on experience with:,Samir Kakkar; Sharanya Ramakrishnan,Snowflake,Senior Product Manager,Governance & Security,Hands-on Lab,Monday June 1,6:30 PM - 8:00 PM,90,,Intermediate,"AI,Security",Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=GO229&tab.sessioncatalogtab=1714168666431001NNiH
K2,Platform Keynote,"See how to move beyond AI experimentation and deliver measurable results in this keynote with Christian Kleinerman, Executive Vice President of Product at Snowflake. You’ll discover how Snowflake is redefining what’s possible with the Snowflake AI Data Cloud — and what that means for your organization. Hear directly from Snowflake leaders and customers transforming their businesses, and learn how to unify your data, govern AI with confidence and deploy secure, scalable agents that turn insight into action — making AI real for business at every scale.",Caitlin Halferty; Christian Kleinerman,Thomson Reuters,Head of Data & Analytics,Keynote,Keynote,Tuesday June 2,09:00 AM - 11:00 AM,120,"Keynote (Basecamp, North Hall F)",Intermediate,"AI,Agents",All,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=K2&tab.sessioncatalogtab=1714168666431001NNiH
AI236,Achieving Agentic AI ROI with Snowflake: Is Your Data Ready?,"As organizations build AI agents and autonomous workflows on Snowflake, many struggle to turn AI investment into real ROI. The challenge isn’t the AI — it’s the data. A growing gap in data trust limits what autonomous systems can reliably deliver. In this session, we break down the six data challenges that hold agentic AI back — and discuss what it takes to prepare your Snowflake data for agent-driven outcomes. You’ll also see a demonstration of how Precisely is applying AI-driven automation and AI agents — delivered through interoperable services, APIs and data — to help accelerate the path to agentic-ready data for AI powered by Snowflake.",Trey Wood,Precisely,Solutions Architect,AI & ML,Theater Session,Tuesday June 2,11:30 AM - 11:50 AM,20,"Basecamp South Theater 4 (Basecamp, South Hall C)",Intermediate,"AI,Agents",Developer;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AI236&tab.sessioncatalogtab=1714168666431001NNiH
AI251,AI Agents and Forward Deployed Engineering for Commercial Decision Intelligence,"Learn about Jarvis, Sanofi's AI sales adviser, bridging the gap between leadership strategy and field execution to drive a $1.5 billion annual revenue uplift. Powered by Snowflake Cortex Code, Cortex Search, Cortex Agents and SPCS, this Forward Deployed Engineering (FDE) engagement enables Sanofi to scale their commercial field force effectiveness agent across the globe for more than 10,000 employees. The system uses a hub-and-spoke model for global scale for deterministic compliance, ensuring data-driven clinical influence with zero human-in-the-loop.",Mackenzie Allen; Dimitrije Jankovic,Snowflake,AI Deployment Specialist,AI & ML,Breakout Session,Tuesday June 2,11:30 AM - 12:15 PM,45,"Room 205 (Moscone South, Level 2)",Intermediate,"AI,Cortex,Agents,Intelligence,Search",Data Scientist;Developer;Analyst;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AI251&tab.sessioncatalogtab=1714168666431001NNiH
